,body,datetime,headline,lead,news_type
83,"El Presidente Sebastián Piñera hizo un llamado a la tranquilidad este martes tras confirmarse en Talca el primer caso en el país de coronavirus, que afecta a un médico de 33 años que viajó a Singapur.“Quiero dar un mensaje de tranquilidad a todos mis compatriotas. Desde que tomamos conocimiento de este virus, hemos adoptado todas las medidas recomendadas por la OMS y necesarias para proteger la salud de todos los chilenos. Estamos preparados para enfrentar adecuadamente esta epidemia”, dijo el Presidente.El paciente afectado se encuentra en buen estado de salud y será derivado a su domicilio para tener vigilancia epidemiológica y controlar su entorno.Esta mañana el Presidente anunció el Plan de Acción del Gobierno para prevenir el contagio de la población con coronavirus, que incluye desde la adquisición de nuevo equipamiento hasta un refuerzo de la red de salud, controles migratorios y el despliegue de un rápido y eficiente operativo de detección y tratamiento.El Plan de Acción contempla la activación de una alerta sanitaria el mes pasado que faculta al Minsal a contar con más recursos y atribuciones para enfrentar el coronavirus y una coordinación interministerial liderada por Salud y que incluye a las carteras de Educación, Interior, Transporte, Defensa y Relaciones Exteriores.A ello se suma la adquisición de equipamiento para enfrentar la enfermedad (como guantes, mascarillas y desinfectantes), la preparación de la red de salud pública y privada para un rápido diagnóstico y tratamiento de la enfermedad, así como en la prevención y que incluye 50 hospitales especializados y 12 laboratorios a nivel nacional.El plan también considera la implementación de protocolos de tratamiento de casos sospechosos y el seguimiento de viajeros provenientes de zonas de riesgo.El Mandatario además sostuvo una conferencia telefónica con el Director General de la Organización Mundial de la Salud (OMS), Dr. Tedros Adhanom, y con la Directora de la Organización Panamericana de la Salud (OPS), Carissa Etienne, en la que el Jefe de Estado recopiló los últimos antecedentes respecto a la propagación del virus a nivel mundial.",2020-03-03T23:12:59+00:00,Presidente Piñera entrega mensaje de tranquilidad tras confirmación de primer caso de coronavirus en Chile,El Mandatario recalcó que el Gobierno ha tomado todas las medidas recomendadas por la Organización Mundial de la Salud para proteger a los ciudadanos.,Nacional
84,"El Ministerio de Salud confirma el primer caso de coronavirus COVID 19 en el país.Se trata de una persona de 33 años, con antecedente de viaje durante un mes por distintos países del sudeste asiático, particularmente en Singapur, país que presenta un brote de esta enfermedad, con 110 casos confirmados y ningún fallecido, a la fecha de hoy.El caso fue notificado por el Instituto de Salud Pública (ISP) y el Laboratorio del Hospital Guillermo Grant Benavente, luego de analizar la muestra del paciente mediante la técnica PCR.La persona se encuentra en el Hospital de Talca en buenas condiciones generales de salud y será dada de alta, pero bajo vigilancia epidemiológica en su domicilio.",2020-03-03T20:44:20+00:00,Ministerio de Salud confirma primer caso de coronavirus en Chile,Se trata de un médico de 33 años de Talca y que viajó al sudeste asiático.,Portada
85,"La Ministra de Transportes y Telecomunicaciones, Gloria Hutt, entregó el primer balance del segundo día hábil de marzo, con respecto al estado del Transporte Público Metropolitano y la situación en las calles de la capital. Además, dio detalles de las incidencias ocurridas durante la madrugada.Durante la noche del lunes 2 de marzo y madrugada del 3, según información de la UOCT, hubo incidentes en el kilómetro 65,7, sector peaje lateral Melipilla, en la Rotonda Grecia, Salvador Gutiérrez con Mapocho, Concha y Toro con Eyzaguirre y en Alameda con Las Rejas.Además, se incendiaron cierres de la estación Elisa Correa y la operación de buses debió ser suspendida gradualmente desde las 22:00 para resguardar a los pasajeros y conductores. Además, un conductor de la empresa Vule fue agredido y su bus vandalizado. La Ministra Gloria Hutt señaló que la situación afectó a los recorridos nocturnos, “especialmente en Puente Alto, y en la medida en que nosotros podamos seguir operando y es seguro para conductores y pasajeros, lo hacemos, pero también es nuestra responsabilidad protegerlos y anticiparnos”.“Este plan está diseñado para todas las personas puedan movilizarse adecuadamente, y ese objetivo se consiguió durante esta mañana. El tráfico de vehículos particulares se observó dentro de los parámetros que teníamos previsto y estamos trabajando con los municipios para que nos ayuden a despejar restos de escombros que interrumpen las rutas de los buses”, añadió la Ministra Gloria Hutt.El Metro de Santiago comenzó su operación con 112 estaciones operativas de 136 que tiene la red, lo que equivale a un 82%. Se mantiene monitoreo de estaciones terminales y de combinación, ya que tienen mayor afluencia de pasajeros de la red.En cuanto al sistema de buses del transporte público, hoy comenzó la operación con alrededor de 5 mil buses, lo que corresponde a la flota regular de hora punta en temporada normal.Tren Central comenzó su operación con regularidad y con todas las estaciones operativas. Los servicios Metrotren Nos y Metrotren Rancagua transportaron en su primera hora de funcionamiento a 7 mil y 900 pasajeros, respectivamente.De acuerdo a la información de la UOCT, los principales puntos críticos de congestión que se registraron al inicio de la jornada fueron el sector de Plaza Egaña y Principe de Gales en la comuna de La Reina. En el resto de las comunas del Gran Santiago, hasta las 7:30 am se registraba tránsito normal.Además, se registraron 124 intersecciones semaforizadas apagadas por vandalización, en contraste con las 110 que estaban ayer en ese estado.En materia de Fiscalización, el MTT dispuso cerca de 200 inspectores a lo largo de todo el país para el trabajo en terreno en diferentes puntos críticos. Entre las labores que efectuarán durante la jornada está el apoyo en la regulación de tránsito en aquellas intersecciones sin semáforos, el control de vías prioridades para el transporte público, la fiscalización a camiones en los puntos donde tienen restricción de circulación por congestión y el control de transporte escolar.Para lo que resta de la jornada, se mantendrá el monitoreo permanente y el trabajo coordinado de los Centros de Control de la Unidad Operativa de Control de Tránsito (UOCT), Conaset, Fiscalización, DTPM, Metro, Merval y Ferrocarriles, además del Ministerio del Interior y Seguridad Pública para así enfrentar cualquier situación que afecte el normal funcionamiento del transporte público.",2020-03-03T17:51:44+00:00,Plan Marzo permite operación de cinco mil buses y 82% de la red de Metro en hora punta de este martes,"Según balance del Ministerio de Transportes y Telecomunicaciones, 122 cámaras están apagadas por vandalizaciones. Los buses de Talagante prestaron servicios habituales desde las 4:40 am y servicios de trenes funcionaron con regularidad.",Nacional
86,"Hace minutos se confirmó en Argentina el primer caso de una persona contagiada con el nuevo coronavirus Covid-19, el segundo que se presenta en América del Sur, el primero fue en Brasil.Las dos muestras tomadas a un argentino que llegó el domingo, procedente de Europa, dieron positivo y activaron los protocolos y la alerta en el país trasandino.En América, ya se había presentado casos en EEUU, México, Canadá, Ecuador, República Dominicana y Brasil.",2020-03-03T17:39:56+00:00,Confirman primer caso de coronavirus en Argentina,"Se trata de una persona que llegó el domingo desde Europa, presumiblemente de Italia.",Internacional
87,"El Instituto Nacional de Estadísticas (INE) publicó un boletín complementario de la Encuesta Nacional de Empleo correspondiente al trimestre noviembre 2019 – enero 2020, en el que se informa que las cifras correspondientes a la tasa de ocupación informal que fue 29,6% con un aumento de 1,7 puntos porcentuales (pp.) en doce meses.La tasa de ocupación informal masculina fue 28,6% y la femenina, 30,9%.En el mismo período, los ocupados informales aumentaron 8,1%, equivalente a 201 mil 899 personas, incididos tanto por los hombres (7,9%) como por las mujeres (8,4%).Según categoría ocupacional, el alza de los ocupados informales fue impulsada por los asalariados privados (18,7%) y por trabajadores por cuenta propia (2,2%), en tanto que por sector económico influyó comercio (5,6%) e industria manufacturera (13,5%).",2020-03-03T16:02:04+00:00,"Tasa de ocupación informal llegó a 29,6% en el trimestre noviembre 2019-enero 2020","La tasa de ocupación informal masculina fue 28,6% y la femenina, 30,9%.",Economía
88,"De acuerdo con las cifras del último reporte de la Organización para la Cooperación y el Desarrollo Económico (OCDE), Chile presenta un buen desarrollo en materia de redes de nueva generación de alta velocidad compuesta por fibra óptica y redes híbridas de cable coaxial.Según el reporte, se pasó de registrar, a junio de 2018, 12.1 conexiones fijas de cable coaxial (HFC) y fibra óptica por cada 100 habitantes a 14,2 conexiones por cada 100 habitantes al sexto mes de 2019.Esto significa un avance anual de 19,1% en conexiones de redes de alta velocidad, lo que se compara positivamente con el incremento de un 7,8% en el total de la OCDE en igual período.De esta manera, el crecimiento más significativo proviene de la expansión de la fibra óptica a los hogares y las empresas, ya que se registró un aumento interanual del 71% de junio 2018 a junio 2019, cifra más de seis veces superior al crecimiento promedio de 11,8% de la OCDE en el mismo lapso. De esta forma en Chile el 25,2% de las conexiones son de fibra, mientras que en la OCDE este valor alcanza un 26,8%. En esta línea, el mix de tecnologías fijas de nueva generación representa, a junio de 2019, un 78,7% del total de conexiones fijas, superando el promedio de la OCDE que es un 60,4%.La Ministra de Transportes y Telecomunicaciones, Gloria Hutt, valoró el avance que ha evidenciado el país en esta materia. “El Ministerio de Transportes y Telecomunicaciones es la cartera de la conectividad y trabajamos a diario para que los chilenos puedan disfrutar de conexiones de alto estándar, que les permita mejorar significativamente su calidad de vida. Es por eso que estamos orgullosos del trabajo realizado como gobierno e industria para el aumento de conexiones de fibra óptica de alta velocidad, que permite a los usuarios disfrutar de servicios de calidad. Este tipo de resultados valida el sentido del esfuerzo realizado por muchos años reforzando políticas públicas de integración digital”, sostuvo.Por su parte, la Subsecretaria de Telecomunicaciones, Pamela Gidi, si bien destacó los datos presentados, afirmó que aún queda trabajo por hacer. “Las cifras entregadas por la OCDE son muy positivas y muestran los frutos del esfuerzo que ha realizado el Estado en materia de conectividad. No obstante, el aumento de las conexiones se complementará con los proyectos Fibra Óptica Nacional y Fibra Óptica Austral, que permitirán al menos duplicar cantidad de fibra óptica, preparándonos para el desafío de enfrentar la revolución digital”, indicó.La Subsecretaria agregó que “en los datos entregados por la OCDE también se ve el trabajo que hemos hecho como Gobierno con respecto de duplicar las conexiones de fibra óptica existentes en el país, lo que supone un gran avance para cerrar la brecha digital existente. Lamentablemente en el país hay una nueva desigualdad, que crea pobreza por falta de oportunidades de desarrollo y gran merma en calidad de vida. Esta es la pobreza digital, que se plasma en la gran brecha que hay en la conectividad en distintas comunas del país a lo largo de Chile”.Aumento del HFC y retirada del par de cobrePor otra parte, el HFC creció 4,3 % en el período señalado, ubicándose en el séptimo lugar de mayores crecimientos de uso de esta tecnología, al nivel de países como Polonia, Islandia y Francia.Asimismo, el reporte de la OCDE evidenció la retirada de la tecnología ADSL, más conocida como “par de cobre”, la cual a la fecha del estudio alcanzaba un promedio de 14,2%, cifra que representa alrededor de la mitad del promedio de 25,2% registrado en 2017, lo que demuestra un retroceso en esa tecnología, ubicándose a niveles de países como Suecia, Estados Unidos y Portugal.",2020-03-03T15:48:29+00:00,Cifras de la OCDE revelan que hogares conectados por fibra óptica en Chile crecieron 71% en un año,"De acuerdo con cifras de la OCDE, el país se encuentra entre las siete naciones con mayor crecimiento interanual en redes de alta velocidad fija basadas en fibra óptica y cable coaxial.",I+D
89,"Por Alicia GariazzoEl objetivo principal del golpe de estado en Chile el 11 de septiembre de 1973 fue terminar con el avance de los trabajadores quienes desde los años 60 ganaban cada vez más derechos.Por ello, se destruyó el movimiento sindical y político de obreros y afines, física y legalmente, y se instauró en 1980 una Constitución que prohibía el apoyo del Estado a cualquier iniciativa que perjudicara los intereses de los grandes capitales privados.                         Alicia GariazzoSu ideólogo, Jaime Guzmán, afirmaba que con dicha Constitución aunque los enemigos de la dictadura ganaran las elecciones, gracias a ella no podrían nunca aplicar sus ideas. Así, la dictadura instaura un Estado que no puede inmiscuirse en la economía, que debe gastar poco por la exigencia de mantener un superávit estructural, salvo en lo que requiera la represión, y que debe respetar las necesidades del capital privado viable, es decir que tenga la capacidad para crecer y desarrollarse. Su carácter solo sería subsidiario. Las primeras tareas fueron privatizar, sacar al Estado de la economía, y eliminar la voz de los que se definían como defensores del “proletariado”.La Constitución y las privatizaciones permitieron el desarrollo de este modelo neoliberal, que se profundiza cuando en el mundo se disminuyen drásticamente las fuentes de trabajo con el traslado de la manufactura a países donde la mano de obra fuera más barata.A comienzos de los 80, la industria chilena desplaza sus talleres principalmente al Asia, tanto para aumentar la “plusvalía” que se extraía del trabajo obrero, como para disminuir el poder cuantitativo de los trabajadores dentro del país. Disminuyen los puestos de trabajo en casi toda la industria, salvo en la vinculada a actividades agropecuarias como fruta seleccionada, conservas de mariscos y otros alimentos procesados. Ya antes, desde fines de los 60, con la Reforma Agraria de Eduardo Frei, se elimina el inquilinaje, y por tanto un cierto número de trabajadores permanentes, por lo que la agricultura comienza a tecnificarse y muchas tareas son asumidas por trabajadores temporales, especialmente mujeres.La llegada de la democracia a comienzos de los años 90 no significa un cambio de la Constitución y se cumplen los vaticinios de Guzmán, se intensifican las privatizaciones que luego adquieren la forma de “concesiones”, que no son otra cosa que privatizaciones renovables a 20 años. Todo se privatiza, hasta el agua, los correos y las carreteras, salvo Codelco, empresa que el Almirante Merino no permitió que se vendiera a cambio de que parte de sus ganancias fueran a las FFAA. Las mayores privatizaciones permiten mejorar tecnologías, que ya se venían desarrollando en el mundo, y continúan disminuyendo los puestos de trabajo, lo que es muy significativo en los puertos de Chile que se modernizan drásticamente.De esta manera, Chile, el país más privatizado de AL, ha aumentado el PIB per cápita y la presencia de los chilenos en la lista de los records de la Revista Forbes de los más ricos del mundo, lo que hizo a muchos referirse al milagro chileno. En Forbes hay 10 familias chilenas multimillonarias, las que incluyen al Presidente de la República Sebastián Piñera, que lo logró cuando terminó el ejercicio de su cargo en el Gobierno anterior. El porcentaje de los chilenos multimillonarios puede llegar a más del 1% de la población chilena, aunque el número exacto se desconoce, porque no sabemos cuántos habitantes somos desde que fracasó el Censo. Pero es claro que somos un país pequeño y que es un éxito participar en dicha lista. Es por eso que al milagro chileno Piñera lo llama un oasis.Pero no puede haber un oasis con mano de obra desocupada que no cuenta con dinero para hacer nada y que no pueda comprar a los dueños de los negocios. Tal como lo explica muy gráficamente John Le Carré en sus últimos libros, los países del Primer Mundo, para compensar la disminución de puestos de trabajo, impulsaron la industria de la entretención que ocupa gran cantidad de mano de obra. Así se hizo también en el oasis chileno. Rápidamente se impulsó la instalación de Casinos de Juego a lo largo de todo el país. Luego de haber contado con solo tres o cuatro, Chile instaló casinos en todas las regiones, pudiendo sus concesionarios también importar máquinas tragamonedas que se instalaron en pequeños negocitos en todos los barrios populares, donde hasta hoy se ven mujeres adictas desencajadas jugándose la plata de la comida.A los dueños del oasis no les importó que la industria de la entretención trajera consigo la necesidad de más y más dinero, el desarrollo de adicciones y por tanto el surgimiento sostenido del dinero fácil y también del ilegal. No importa de donde venga, lo que vale es que consuman y que aumente la demanda: ¡¡Consumidores vengan a mí!!Los dueños del oasis aumentan sus precios, primero los ligados al entretenimiento: bares, restoranes, sitios de veraneo, festivales, y luego en toda la economía llegando Chile a ser el país más caro del mundo. Esto se verá como una exageración, pero todos los que viajen saben la diferencia hasta en el precio de las medicinas, las diferencias entre los precios que cobra el Jumbo y Falabella en Chile versus los que cobra en el resto de América Latina. Y así todos contentos incluso destacando a los chilenos como los más felices de la región. Solo bastaba entretenerlos con los eternos programas de farándula, con una TV al servicio de sus dueños.En este oasis se observa claramente que en Chile serán los consumidores los que generen grandes ganancias a los productores y vendedores en el mercado interno. Estos cobran altos precios, todos terminan en 990, se concentran en la propaganda con publicidad engañosa y sostienen grandes colusiones con sus pares para que sus regímenes de precios sean intocables. Cuando son acusados de colusión, se retractan, pagan alguna multa, o dicen que la pagarán y se concentran en sus Canales de TV a llamar a los consumidores a perseguir un sueño, ganar dinero y llegar a ser ricos.Los consumidores que no cuentan con dinero fácil o ilegal, reciben ofertas de crédito por doquier. Se aplica en profundidad el modelo Walmart y los supermercados elefantiásicos explotan a los proveedores que deben pagar a los elefantes hasta por la calidad de la vitrina en la que pagan por mostrar sus productos. Además, ofrecen crédito a dos manos a intereses inconcebibles. Los supermercados, farmacias y tiendas de todo tipo ofrecen tarjetas de crédito a sola firma y las cadenas más fuertes también préstamos en efectivo. Los ancianos, cada vez más desprotegidos, reciben a diario por teléfono ofertas de préstamos “ya aprobados” y poseen diversas tarjetas que prácticamente se les fuerza a recibir. Luego serán sus hijos o nietos los que se encarguen de la deuda. Los consumidores pagan a los grandes empresarios por precios y tasas de interés, sea en los bancos o en las grandes tiendas.Pero la felicidad de los dueños del oasis comienza a desmoronarse cuando aparece con fuerza la Cuarta Revolución Industrial que disminuye aún más, creciente y drásticamente las fuentes de trabajo.El poder se desvive por ocultarlo, pero es imposible que las noticias no se filtren. Hay que ser especialista para saber que el SENCE ofrece cursos gratis para enseñar a cambiar automóviles a bencina o diesel a electricidad o a manejar drones. Hay que leer revistas especializadas para enterarse que en 2045 y, quizás antes, todos los automóviles en Chile serán eléctricos, que actualmente se han importado a empresas multinacionales 100 buses y que ya se han construido cargadores de baterías a lo largo de todo el país. Que se ha regalado el litio al yernísimo Ponce Lerou, pese a que esta riqueza es fundamental en la electromovilidad. Que las mineras están desalinizando el agua para sus tareas con energía solar.Finalmente que Chile es un país inmensamente rico, porque tiene más energía solar que la gran mayoría de los países del mundo, tiene energía eólica que ya se puede ver a lo largo del país, que tiene mar que puede desalinizar en toda su geografía, que tiene grandes yacimientos de cobre que requiere la electromovilidad, que junto con Bolivia es uno de los mayores productores de litio del mundo, mineral básico para las baterías que requieren automóviles y otras fuentes de energía eléctrica.Pero que esto no se puede saber, porque los negocios que ya están haciendo los dueños del oasis son inimaginables. Lo ocultan y hacen la vista gorda de los precios, el sobre endeudamiento, la búsqueda de dinero fácil. No hablan del aumento de la delincuencia por concepto del ingreso de cocaína por la Frontera Norte, alrededor de 80 toneladas, según lo informado por el entonces subsecretario del Interior Ubilla en 2011 en la Cámara de Diputados (renunciado actualmente en este gobierno desde el mismo cargo). De nada de eso se habla.Pero, pese a nuestra ignorancia, nos hemos revelado, sin que todos sepamos muy bien por qué. Por lo pronto los consumidores tenemos que organizarnos. Debemos rechazar todo tipo de publicidad engañosa y obligar a los vendedores y negociantes que cumplan la Ley.",2020-03-03T10:00:12+00:00,"Alicia Gariazzo: consumidores, el proletariado del siglo XXI","La Constitución y las privatizaciones permitieron el desarrollo de este modelo neoliberal, que se profundiza cuando en el mundo se disminuyen drásticamente las fuentes de trabajo con el traslado de la manufactura a países donde la mano de obra fuera más barata.",Opinion
90,"Con las actuaciones de Liliana García Sosa, Pedro Vicuña y Víctor Montero, la obra revisa la vida de María Moliner, que se atrevió a crear su propio diccionario, adelantando el de la RAE.“Moliner hizo una proeza inimaginable: escribió sola, con su propia mano, el diccionario más completo, más útil, acucioso y divertido de la lengua castellana”, dijo una vez Gabriel García Márquez sobre la gran obra de esta mujer de vida extraordinaria y silenciosa.María Moliner (1900-1981) tuvo el atrevimiento de hacer su propio catastro de definiciones, de sinónimos, de expresiones, frases hechas y de familias de palabras, una tarea digna de cientos de estudiosos. Se demoró más de quince años, y publicó su obra en 1966, hoy una referencia en todos los países de habla hispana.Su revolucionaria apuesta era hacer entendibles todas las palabras del mundo, de manera que la educación estuviera al alcance de todo el pueblo. Cuando a uno de sus hijos le preguntaron cuántos hermanos tenía, contestó: “Dos varones, una hembra y el diccionario”.Lo hizo, además, en tiempos en que las mujeres no eran admitidas por la real Academia Española, y bajo la dictadura de Franco, que limitaba todas las libertades y que había perseguido a la propia Moliner y a su marido.Moliner, interpretada por Liliana García Sosa, sufrió paradójicamente al final de su vida arterioesclerosis, “una forma de demencia que le hizo perder, una a una, todas las palabras, hasta quedarse vacía”, explica su escritor y director Manuel Calzada. Allí comienza su terapia gracias al amor de su marido (Pedro Vicuña) y un doctor (Víctor Moreno).El diccionario ofrece momentos de humor, ternura y el memorable retrato de una mujer imprescindible que consagró su vida a la lengua española y a reivindicar la cultura como llave de la igualdad.El 2014, la obra fue galardonada con el Premio Nacional de Literatura Dramática en España por “la recuperación de una mujer fundamental en la historia de la lengua; por ser una obra basada en la defensa de la palabra como libertad, como vehículo de la memoria colectiva, creadora de referentes culturales”.El diccionario forma parte del ciclo GAM 10 años, festival que presentará en marzo 19 emblemáticas obras estrenadas entre 2011 y 2020 para comenzar a festejar los 10 años de vida. En GAM estarán La viuda de Apablaza, Happy End, En fuga no hay despedida, Xuárez, Tragicomedia del ande, Ursaris, Melodías en el aire, VaLlena 52, Estación Perro Bufo y Weichafe.Además, se presentará Amores de cantina en el Teatro UC, Un tranvía llamado Deseo en el Teatro Nacional Chileno, Lucila, luces de Gabriela en Mori Bellavista, Radiotanda y Mistral Gabriela (1945) en el Teatro Finis Terrae, Paisajes para no colorear en Matucana 100, Excesos en el Teatro La Memoria y Proyecto Aguirre, de lejos parecían esclavos en el Teatro del Puente.Dramaturgia, dirección y escenografía: Manuel Calzada | Elenco: Liliana García Sosa, Pedro Vicuña y Víctor Moreno | Producción general: Liliana García Sosa | Producción ejecutiva: Gustavo Fischer | Iluminación: Tatiana Pimentel | Vestuario: Soledad Capurro | Asistente de dirección: Paula Barraza5 al 22 Mar. Ju a Sá – 21 h, Do 20 hMori Parque Arauco$12.000 Ju | $15.000 Vi y Do | $18.000 Sá.",2020-03-03T02:01:31+00:00,"Vuelve al GAM El diccionario, aplaudida obra sobre María Moliner con Liliana García",Retorna a las salas la obra vista por más de tres mil personas el 2014 en GAM y que ganó el Premio Nacional de Literatura Dramática 2014 en España.,Cultura
91,"El Ministro de Hacienda, Ignacio Briones, se refirió hoy al Índice Mensual de Actividad Económica (IMACEC) correspondiente al mes de enero, que registró un crecimiento de 1,5% en 12 meses, de acuerdo a lo informado por el Banco Central. En esta cifra destacó la contribución positiva de la construcción y servicios.El registro se ubicó por sobre el 1% de acuerdo lo esperado en la Encuesta de Expectativas Económicas del Banco Central publicada a principio de febrero.De acuerdo al ente emisor, la expansión de los sectores no mineros se ubicó en 1,5%, mientras que el aumento del IMACEC minero se ubicó en 2,2%.El Ministro Briones destacó la cifra del primer mes del año: “Es positivo que la economía salga del terreno negativo, pero las actuales tasas de crecimiento económico no son para celebrar. Recordemos que estas cifras están 2 puntos por debajo de la proyección de crecimiento que se tenía en septiembre de 2019”.Explicó que “estos datos muestran que los chilenos y chilenas han podido retomar sus tareas habituales gracias a la disminución de los episodios de violencia en las calles y el restablecimiento del transporte público”.Además, indicó que durante diciembre y enero algunas empresas pudieron aprovechar ese período para reponer sus inventarios tras las interrupciones que debieron enfrentar tras el 18 de octubre y retomar la producción.A pesar de las buenas cifras, el secretario de Estado hizo un llamado a la cautela: “Es importante no sacar cuentas alegres ni bajar la guardia frente a los riesgos que aún enfrenta la economía chilena”.El Ministro Briones recordó que, hasta principios de octubre del año pasado, se proyectaba un crecimiento en torno a 3,3% en 2020. Sin embargo, las últimas proyecciones apuntan a que la economía chilena crecerá en 2020 solo entre 0,5% y 1,5%, traduciéndose en una disminución de los ingresos fiscales en torno a US$ 3.000 millones.“No hay que perderse: el crecimiento económico es fundamental. Sin crecimiento económico robusto no se puede financiar una agenda social potente como la que demandan los ciudadanos. Es importante que sigamos trabajando para crear un clima propicio para lograr una recuperación más significativa del crecimiento económico y, al menos, acercarnos a nuestro potencial”, dijo Ignacio Briones.Economía a nivel mundialAdemás de los focos de atención internos, explicó que también están los efectos económicos a nivel mundial que podría producir la expansión global del coronavirus.El Ministro Briones señaló que si bien las cifras de comercio exterior de Chile, más allá del precio del cobre y otras materias primas, aún no acusan con claridad el impacto del coronavirus, es un tema a seguir monitoreando en las próximas semanas.Más aún, cuando la OCDE informó hoy que revisó a la baja su proyección de crecimiento para el mundo en 2020 desde 2,9% a 2,4%, incluyendo revisiones a la baja en las principales economías del mundo, entre ellas China, país al que rebajó su estimación de crecimiento de 5,7% a 4,9%.Este organismo agregó que, de materializarse una mayor velocidad de contagio en el corto plazo, la actividad mundial este año podría desacelerarse aún más, incluso llegando a 1,5%, la mitad de lo proyectado hace un par de meses.Frente a este complejo escenario, Ignacio Briones destacó que “ya está vigente la Modernización Tributaria que tiene importantes incentivos a la inversión, y que el Gobierno tiene en marcha un plan de reactivación económica y protección del empleo por US$ 5.500 millones, y seguirá empeñado en su ejecución durante el presente año”.En esa línea, el titular del Ministerio de Hacienda precisó que a la fecha el 70% del plan de reactivación económica está en ejecución. Este plan elevará el gasto público en un 8,5% en 2020, con un fuerte énfasis en gasto de capital en proyectos de reconstrucción e inversión pública, mayores transferencias hacia las familias en el marco de la nueva agenda social, y otras iniciativas de apoyo financiero para las Pymes.“Con respecto a la política fiscal, quiero resaltar que, a pesar de todas las dificultades prácticas, el presupuesto fiscal se ejecutó plenamente en el último trimestre de 2019”, destacó Ignacio Briones.El gasto público creció 4,2% real, lográndose una ejecución levemente superior al 100% del presupuesto público de gasto aprobado para el año.“Este año, a través de la DIPRES, estamos coordinando con todos los Ministerios la ejecución completa del plan de reactivación y protección del empleo comprometido para el presente año. En enero último, el gasto público creció 6,3% respecto de igual mes del año anterior, fecha en la que la expansión del gasto fue solo de 2,5%”, informó el Ministro de Hacienda.Asimismo, Briones aprovechó la ocasión de hacer un llamado al Congreso para avanzar en la tramitación de varios proyectos de ley que apuntan a fortalecer la economía del país y mejorar la vida de millones de chilenos y chilenas.“Es fundamental que sigamos avanzando en nuestro trabajo con el Congreso para aprobar los aspectos pendientes en la agenda social propuesta por el gobierno: la creación ingreso mínimo garantizado y la reformas al pilar contributivo de pensiones”, sostuvo.",2020-03-03T00:25:59+00:00,Ministro de Hacienda por Imacec: “Es importante no sacar cuentas alegres ni bajar la guardia frente a los riesgos que aún enfrenta la economía chilena”,"“No hay que perderse: el crecimiento económico es fundamental. Sin crecimiento económico robusto no se puede financiar una agenda social potente como la que demandan los ciudadanos”, recalcó el secretario de Estado.",Economía
92,"La Dirección de Administración y Finanzas del Tribunal Constitucional, de acuerdo a instrucciones de la presidenta del organismo, María Luisa Brahm, se encuentra bajo sumario por desórdenes, ausencia de procedimientos e indicios de presuntas situaciones irregulares.“Según fuentes del organismo, y ante la constatación de algunos hechos con carácter de irregulares, se resolvió iniciar una investigación de oficio en dicha repartición. La apertura de la investigación interna -un hecho bastante inédito al interior del TC-, fue informada este lunes por Brahm”, informó hoy La Tercera..El plazo para la investigación será de un mes -prorrogable por el mismo plazo- y este lunes se designó a cargo al ministro Gonzalo García, quien decretó el sumario como reservado.El presupuesto que maneja la DAF es de 5 mil 600 millones de pesos y según fuentes del organismo, las presuntas irregularidades involucrarían al jefe de la Dirección de Administración y Finanzas, Julio Ortiz, funcionario del TC desde 2009.",2020-03-02T23:44:21+00:00,Sumario en el Tribunal Constitucional por irregularidades en Dirección de Administración y Finanzas,"La presidenta del organismo, María Luisa Brahm, sería la que detectó el problema en la DAF.",Portada
